Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total Household Carbon Footprint (tCO2e/yr),Households,Total County Carbon Footprint (tCO2e/yr)
9972,TX,DIMMIT ,12891.45646,26423.94538,0.0,21993.91165,14.24924415,12.88265346,9.2041787,4.119267651,4.100700137,44.55604409,3965.0,176664.7148
3886,TX,DONLEY ,11148.2418,41353.90278,0.0,23871.29542,15.90408121,12.79854341,6.923769943,4.295764236,4.68012753,44.60228633,2405.0,107268.4986
18734,TX,GONZALES ,11345.39896,26288.78816,1.000134397,23693.64001,15.64881792,11.92079159,8.067665208,4.363173049,4.605119915,44.60556769,8262.0,368531.2002
16438,TX,FRIO ,11959.05195,26377.29308,0.53780209,22959.85917,14.95131698,12.27325079,8.929380095,4.201241273,4.260559857,44.615749,5773.0,257566.719
12505,TX,MADISON ,11926.95886,27424.49172,1.462859053,23288.03479,15.46810665,12.46434651,7.671212315,4.363419149,4.665815429,44.63290005,4558.0,203436.7584
53597,TX,STARR ,13271.42011,24286.28218,0.276732748,20683.79178,13.05099577,12.90817424,11.09294793,3.961868607,3.631294315,44.64528086,17589.0,785265.8451
58,TX,LOVING ,9969.284566,23548.28675,0.0,24184.0,16.55605229,10.92301203,6.69,4.909144808,5.570178607,44.64838774,53.0,2366.36455
37924,TX,MATAGORDA ,11469.45733,27484.05484,1.364802747,22289.01292,14.93855082,12.04866877,8.116886668,4.616229336,4.940813237,44.66114882,18741.0,836994.5901
3141,TX,HUDSPETH ,11160.83505,27439.21537,0.0,24050.10729,15.43210111,11.87918339,9.431165234,3.995842882,3.931163079,44.6694557,1355.0,60527.11247
103218,TX,TOM GREEN ,10908.56567,30727.46892,0.406301059,23042.7327,15.4952991,11.94745638,7.598428762,4.633931508,5.036734179,44.71184993,43628.0,1950688.589
25966,TX,SHELBY ,11559.44968,28507.92816,0.7409059,23184.40622,15.386652,12.52352032,7.78276785,4.367889743,4.653771272,44.71460118,12309.0,550392.026
34075,TX,HOWARD ,11692.88705,34105.9091,0.0,22707.23073,15.17927969,12.69791184,7.612908291,4.455239198,4.798870212,44.74420923,13827.0,618678.181
14953,TX,ROBERTSON ,12568.16817,29170.4035,1.482650153,22862.68501,15.17564987,12.97861622,7.677779041,4.322422276,4.606304591,44.760772,7259.0,324918.444
12946,TX,COMANCHE ,11216.60495,30814.36789,0.0,24642.73312,16.2817139,12.15987857,7.453690715,4.290115211,4.590586802,44.77598519,6435.0,288133.4647
3799,TX,FISHER ,11842.7065,35118.44876,0.744114799,24493.00316,16.14788675,12.91502072,7.148188997,4.142593511,4.436940144,44.79063012,2008.0,89939.58527
747,TX,KENT ,10295.57539,24864.83974,0.0,25498.22758,17.00674572,11.21169867,7.065943775,4.544726175,4.967050708,44.79616505,440.0,19710.31262
18516,TX,YOUNG ,11316.63412,32490.88462,0.425855507,24028.71225,15.99011848,12.38706641,7.301254051,4.382890748,4.739716626,44.80104631,9272.0,415395.3014
16702,TX,DE WITT ,12424.84301,27432.56956,0.511752274,23692.89462,15.6798588,12.76954252,7.572521255,4.280790245,4.567701003,44.87041383,7323.0,328586.0405
21417,TX,LIMESTONE ,11960.4935,29902.12985,0.524324393,23653.09964,15.66441017,12.62595974,7.655919597,4.324829145,4.610404072,44.88152272,9428.0,423142.9962
35831,TX,JASPER ,11564.8469,25401.38129,0.381342553,24492.16154,16.26607032,11.73053145,7.731911194,4.466123043,4.797700712,44.99233672,16878.0,759380.6591
17784,TX,LEON ,11748.45063,25031.44316,0.908646887,24354.33148,16.21604967,12.17886397,7.368235493,4.43769662,4.805634674,45.00648043,9759.0,439218.2425
16528,TX,SCURRY ,10892.11872,32951.19269,0.0,23903.05016,15.93532211,12.11541612,7.64125847,4.495165635,4.848620738,45.03578307,7247.0,326374.3199
14511,TX,RED RIVER ,11285.35305,30049.56603,0.732694895,25719.34849,16.91869376,12.17476998,7.261887534,4.191517119,4.490334389,45.03720278,6985.0,314584.8614
12953,TX,REEVES ,12359.60496,39262.3887,0.0,21971.77797,14.33078329,13.50360617,8.845173319,4.153949596,4.212119336,45.04563172,4898.0,220633.5041
5274,TX,JIM HOGG ,12901.85925,26149.01275,0.0,22753.0,14.90768814,12.88518031,8.64,4.261897988,4.381972953,45.07673939,2291.0,103270.8099
14639,TX,DAWSON ,11309.2353,40464.01521,0.0,22858.61227,15.11389789,12.9789262,8.094067218,4.33093855,4.560866785,45.07869664,5343.0,240855.4761
10748,TX,WARD ,11860.64883,36169.9461,0.277884218,22685.80517,15.08643733,12.92527276,7.968391329,4.425818155,4.705457211,45.11137679,4758.0,214639.9308
41864,TX,CHEROKEE ,11909.00189,29721.68488,0.087226553,23902.92239,15.79142345,12.55674072,7.884970858,4.334821465,4.595149762,45.16310626,17132.0,773734.3364
6138,TX,SAN SABA ,11063.85177,28612.5541,0.0,25308.14956,16.78205671,11.91094501,7.371441838,4.391056153,4.750512063,45.20601178,2908.0,131459.0822
16333,TX,KARNES ,12288.08426,28140.41803,2.251764915,23868.66063,15.724224,12.74892103,7.965208474,4.279184055,4.510504736,45.22804229,5910.0,267297.73
56985,TX,ANDERSON ,11211.11868,27003.19478,0.563103132,24012.06247,16.02306505,11.95321607,7.78799105,4.553827802,4.913201037,45.23130101,19401.0,877532.4709
26240,TX,UVALDE ,11739.2615,27384.54547,0.397490161,23387.10187,15.34963711,12.25980121,8.892308689,4.397904924,4.535761475,45.43541341,10430.0,473891.3618
14503,TX,WILBARGER ,11719.66136,41501.34847,0.092116219,23759.41888,15.77895158,13.22588946,7.421476246,4.343798198,4.668512272,45.43862776,6305.0,286490.548
3893,TX,CROCKETT ,11453.03049,34455.82001,0.0,23987.0,15.8855621,12.48997371,8.01,4.453112762,4.726257338,45.56490591,1816.0,82745.86913
3069,TX,COLLINGSWORTH ,12694.32148,44879.3092,0.0,23899.08635,15.7077009,14.14689239,7.359276637,4.057361509,4.303743644,45.57497508,1608.0,73284.55992
28795,TX,PALO PINTO ,11815.47706,31912.49282,0.0,24033.10717,16.00824063,12.64191469,7.625130057,4.474286026,4.825700255,45.57527166,13500.0,615266.1674
134654,TX,TAYLOR ,11539.40122,33907.71649,0.560198965,23179.57839,15.58549425,12.61828971,7.674792877,4.661044317,5.063464419,45.60308557,53573.0,2443094.103
335184,TX,CAMERON ,13351.69846,24460.61733,1.06989226,20515.15399,13.39772575,12.97548209,10.33329049,4.479132886,4.436799435,45.62243065,119638.0,5458176.358
21656,TX,WALLER ,11543.65152,26237.67624,1.540513173,23788.73144,15.88493916,12.08548375,8.152135667,4.666578957,5.00179428,45.79093181,7624.0,349110.0641
23151,TX,LAVACA ,13009.45436,27856.99711,1.899723276,24424.90406,16.19069907,13.2301179,7.403901775,4.33336029,4.662699397,45.82077843,11398.0,522265.2326
48418,TX,LAMAR ,11314.766,30299.0162,0.724456424,25113.67708,16.73167673,12.28812533,7.464482424,4.538793825,4.928361393,45.9514397,21097.0,969437.5233
1707,TX,FOARD ,12813.96681,39874.6526,0.0,25413.0,16.66926362,13.79388619,7.11,4.058732011,4.331608698,45.96349052,921.0,42332.37477
3885,TX,CONCHO ,12511.308,31666.06801,1.570634742,24621.42188,16.3479872,13.11021414,7.385969112,4.394304771,4.743035614,45.98151084,1426.0,65569.63446
4898,TX,MILLS ,12105.60839,29002.14446,0.0,25472.17681,16.9000771,12.66141777,7.295193957,4.401355696,4.773866261,46.03191079,2543.0,117059.1491
8477,TX,HAMILTON ,11869.85783,30534.64752,0.502658771,25519.26531,16.95408771,12.64486995,7.198318981,4.422990168,4.812882888,46.03314969,4376.0,201441.0631
8690,TX,FRANKLIN ,11743.36684,27548.11023,2.829824191,24537.51243,16.35502449,12.76753746,7.498781358,4.521256463,4.895099113,46.03769888,4611.0,212279.8295
44672,TX,VAL VERDE ,11704.69315,27708.72415,0.0,23378.31241,15.33864219,12.21242759,9.37083699,4.515992388,4.624084636,46.06198379,16105.0,741828.249
31356,TX,HOPKINS ,11024.48076,28511.75637,1.639789861,25503.92104,16.94903283,11.94891475,7.689011672,4.565222366,4.929649894,46.08183151,13727.0,632565.3012
1699,TX,THROCKMORTON ,12333.02909,33452.98842,0.0,25345.68629,16.75609782,13.14279968,7.2341495,4.309988061,4.643172674,46.08620774,951.0,43827.98356
16534,TX,FREESTONE ,11643.70427,28250.77241,2.655505325,25327.52081,16.85934159,12.34217676,7.443534535,4.527228166,4.915780115,46.08806116,7436.0,342710.8228
569285,TX,HIDALGO ,13579.92121,24426.16129,0.61512196,20425.91347,13.26991288,13.11574996,10.85372202,4.49775334,4.387416403,46.1245546,192584.0,8882851.223
5327,TX,DELTA ,12213.79972,30583.81899,0.0,25566.4297,16.87464307,12.87095056,7.473328327,4.329900075,4.643777289,46.19259932,2410.0,111324.1644
213540,TX,MCLENNAN ,11677.70466,30017.86682,0.408102606,24086.44114,16.14698011,12.46078705,7.83694535,4.710449008,5.105768609,46.26093012,86051.0,3980799.298
19461,TX,COLORADO ,12669.93582,28119.73774,0.760392265,24116.92883,16.08672077,13.01588931,7.693547094,4.553602,4.912221465,46.26198064,8928.0,413026.9631
51169,TX,HENDERSON ,11169.22401,25978.13951,1.103980611,25926.8775,17.25478869,11.84298014,7.632362563,4.62566783,5.017414265,46.37321349,23693.0,1098720.547
4773,TX,HARDEMAN ,12299.50759,43034.33979,0.0,25183.25959,16.62835535,13.75288667,7.199886864,4.239990906,4.563422484,46.38454227,2381.0,110441.5952
137058,TX,WICHITA ,11560.04344,36553.61023,0.292982702,24071.52193,16.17329614,12.83985137,7.643239504,4.712142068,5.138268609,46.5067977,55523.0,2582196.928
7377,TX,RAINS ,11188.15334,25527.89421,2.553246804,26775.06181,17.74963699,11.79492682,7.522663684,4.539783333,4.925914583,46.53292541,3659.0,170263.9741
7947,TX,REFUGIO ,13777.83076,28356.09549,0.372128241,23923.83528,15.89000136,13.70733819,7.740249151,4.441139272,4.754626455,46.53335443,3798.0,176733.6801
16106,TX,BURLESON ,12282.8184,26120.06529,1.68724848,25120.64572,16.73514799,12.57514329,7.703596175,4.586278375,4.965219683,46.56538551,8012.0,373081.8687
23218,TX,FAYETTE ,12260.17458,26459.55056,0.758985321,25186.87126,16.8688363,12.66136327,7.336615126,4.652218013,5.099230239,46.61826295,11940.0,556622.0596
242429,TX,LUBBOCK ,10323.39415,37355.79805,0.219110082,22504.96712,15.14384397,14.34945023,7.555775134,4.589539005,4.983290932,46.62189927,100500.0,4685500.877
9734,TX,LIVE OAK ,13284.85262,24941.00427,0.0,24240.74543,16.156408,13.08553697,7.871329361,4.582690934,4.929539311,46.62550457,4080.0,190232.0587
80386,TX,ANGELINA ,11843.0923,28491.94325,0.130935433,24335.48805,16.25955531,12.45066465,8.132872515,4.72051014,5.077975524,46.64157815,32523.0,1516924.046
12446,TX,RUNNELS ,12091.16333,34555.73613,0.239159347,25723.66431,16.9532182,13.05646446,7.672262574,4.346844378,4.641561222,46.67035084,5788.0,270127.9907
313118,TX,NUECES ,13172.45503,27231.89398,0.110112657,22050.79276,14.91373026,13.19254403,8.475177154,4.902237359,5.274256377,46.75794518,122797.0,5741735.394
44609,TX,NAVARRO ,12307.169,31879.04504,0.598979469,24767.03241,16.43022965,12.98583236,7.975011993,4.531322248,4.844812022,46.76720827,18156.0,849105.4334
13960,TX,JONES ,12321.26287,35522.03584,0.334927116,25499.18632,16.81002801,13.27563758,7.717212034,4.343203735,4.633896477,46.77997784,6286.0,294058.9407
3340,TX,UPTON ,12811.77969,34773.38884,0.0,24431.22156,16.14145775,13.44344242,8.082799401,4.428000586,4.690722555,46.78642272,1556.0,72799.67375
20163,TX,MONTAGUE ,11574.82187,32235.25801,1.020999566,26769.03749,17.74037202,12.53487393,7.243557506,4.464695153,4.861539484,46.84503809,10340.0,484377.6939
30249,TX,WASHINGTON ,12574.02178,26878.49059,0.263678589,24241.00979,16.34730551,12.82560777,7.600590102,4.811626749,5.278288182,46.86341831,13194.0,618315.9412
38714,TX,WOOD ,11318.11952,27571.34674,0.747724502,25366.79214,16.86584671,13.30444126,7.362972051,4.482941057,4.865295939,46.88149701,18532.0,868807.9026
254279,TX,BELL ,11144.99133,27255.00769,0.669194556,24082.74981,16.21693734,11.92448872,8.43008235,4.973283995,5.377472576,46.92226498,94990.0,4457145.951
20192,TX,WILLACY ,14706.54955,26908.41083,0.2032908,22245.91036,14.30269823,14.05635516,10.27885103,4.214000623,4.086686396,46.93859143,6763.0,317445.6939
4085,TX,SUTTON ,11054.61608,31088.28801,0.0,25277.0,16.87861932,12.04539974,8.07,4.782640623,5.162538229,46.93919792,1987.0,93268.18626
32360,TX,HILL ,12155.45817,28502.88801,1.318131138,25934.47707,17.18117271,12.67614497,7.737092707,4.522717274,4.867017327,46.98414499,14693.0,690338.0423
2847,TX,CULBERSON ,13459.05915,36916.78787,0.0,24385.0,15.88706866,14.05065314,8.61,4.192535813,4.305552806,47.04581041,1217.0,57254.75127
20765,TX,CALHOUN ,13041.96791,26889.10785,3.021396976,23274.4523,15.67511587,13.07309757,8.265437033,4.861817944,5.249978917,47.12544733,10132.0,477475.0324
25259,TX,GRIMES ,12153.29354,26190.12346,1.661421037,25616.58391,17.00806777,12.45976285,8.07142761,4.632574356,4.973700465,47.14553305,10320.0,486541.901
5906,TX,GOLIAD ,12502.28958,24259.54465,0.958119926,26255.93888,17.41200147,12.58381129,7.707622757,4.57524079,4.937554571,47.21623088,2924.0,138060.2591
13887,TX,CHAMBERS ,12391.23289,25194.8531,1.214964857,26147.33881,17.49878871,11.36820746,8.143944696,4.916445167,5.343037764,47.2704238,5813.0,274782.9735
89035,TX,BOWIE ,11635.83887,32940.91024,0.385339404,23727.64533,15.91555313,14.2760453,7.496055708,4.60092265,5.00956146,47.29813825,36353.0,1719429.22
113445,TX,POTTER ,10570.37094,46695.69857,0.392999167,22020.1363,14.70911429,15.16810699,8.111305038,4.510336985,4.800680018,47.29954332,80896.0,3826343.857
7112,TX,WINKLER ,12824.41904,40415.14772,0.427798102,24016.45079,15.93747563,13.8559165,8.16,4.534250074,4.819977971,47.30762017,3187.0,150769.3855
24312,TX,MILAM ,12019.38521,28647.97624,0.448416293,26093.83473,17.32555682,12.61969309,7.767760365,4.61553896,4.98147579,47.31002502,10921.0,516672.7833
39902,TX,RUSK ,12183.02182,30467.5641,0.739562471,25547.83567,16.95454399,13.27247874,7.723650444,4.53212944,4.884358252,47.36716086,16585.0,785584.3629
1392404,TX,BEXAR ,11844.39351,30139.0969,0.277457313,22857.0193,15.54854452,12.58314181,8.537599741,5.135838701,5.581325683,47.38645045,522062.0,24738665.09
41039,TX,WHARTON ,12690.9747,28092.6082,1.518679151,24941.83482,16.56166176,13.0343196,8.230680085,4.631372949,4.945263686,47.40329807,16499.0,782107.0149
39618,TX,JIM WELLS ,13743.55235,27009.57865,1.305488868,23997.93081,15.7964866,13.58391602,8.901590944,4.517758162,4.692885538,47.49263726,15612.0,741455.0529
2869,TX,SCHLEICHER ,12448.52883,32547.73403,0.0,26748.0,17.58783133,13.04087825,7.8,4.397659629,4.685841,47.51221021,1319.0,62668.60527
16809,TX,PECOS ,12103.65286,32544.63302,0.203770951,25961.08561,17.01082127,12.84583864,8.586710691,4.444072368,4.640505496,47.52794846,6338.0,301232.1374
238,TX,BORDEN ,9873.874579,24053.11123,0.0,28174.0,18.74161704,10.86119736,8.1,4.702035313,5.169984259,47.57483397,111.0,5280.80657
30943,TX,FANNIN ,11442.44274,30654.39755,0.371564841,27206.3542,18.06658166,12.36054056,7.501824645,4.623362711,5.037425173,47.58973475,12760.0,607245.0154
32696,TX,BURNET ,11620.69439,24829.24301,0.175691539,26132.91794,17.62083743,12.06512697,7.498536518,4.955429105,5.488828317,47.62875834,15946.0,759488.1805
12214,TX,CALLAHAN ,11853.42468,29271.36625,0.441558754,27555.87007,18.19553151,12.53373744,7.545140003,4.49735004,4.861842797,47.63360179,5633.0,268320.0789
87370,TX,ORANGE ,12651.9247,27471.25046,0.665240827,26262.92741,17.61520489,11.70914717,7.968650338,4.947318738,5.407385544,47.64770668,35769.0,1704310.82
31234,TX,CASS ,11507.92639,28885.39783,0.0,25038.44983,16.54546481,14.89275445,7.344498303,4.287018384,4.606035366,47.67577131,14598.0,695970.9096
4646,TX,MARTIN ,11347.41984,31743.361,0.0,26540.85428,17.47464004,12.34174137,8.470176496,4.575868849,4.839181949,47.70160871,1897.0,90489.95172
176752,TX,SMITH ,11783.90971,31009.86611,0.349943685,25002.44599,16.85506527,12.67103726,7.834914004,4.932194381,5.408600093,47.70181101,72642.0,3465154.955
12550,TX,CAMP ,11234.20981,28206.15029,0.0,23916.90797,15.91638382,14.57083064,7.856737052,4.518547919,4.842574894,47.70507432,5669.0,270440.0663
2820,TX,SHACKELFORD ,13223.02751,35814.67568,0.0,26483.94965,17.45611977,13.92414465,7.35106383,4.332533909,4.660918833,47.72478099,1405.0,67053.31729
8278,TX,JACK ,11844.925,33716.84705,1.042210259,26892.30829,17.84384874,12.80410221,7.533479101,4.584668528,4.98062326,47.74672185,3424.0,163484.7756
20969,TX,GILLESPIE ,11721.77598,27116.15693,2.375248117,26964.80509,18.10866436,12.33470734,7.150651438,4.839893397,5.376310775,47.8102273,10118.0,483743.8798
3812,TX,CRANE ,12585.58313,37043.02043,0.0,24342.0,16.1074663,13.49547125,8.76,4.620737059,4.862133053,47.84580766,1511.0,72295.01538
16999,TX,BANDERA ,11629.5505,23045.69807,1.236303875,26594.90823,17.92368731,11.91289767,7.50297194,4.992577787,5.534805901,47.8669406,8990.0,430323.796
1763,TX,BRISCOE ,11694.08259,42485.58252,1.60703236,24896.35224,16.47526106,15.084198,7.381633579,4.318467442,4.646025104,47.90558519,982.0,47043.28465
70083,TX,HUNT ,11379.6097,30190.3372,0.455046522,26811.23278,17.89353199,12.25536058,7.769657977,4.800485434,5.239126046,47.95816203,29886.0,1433277.63
114192,TX,MIDLAND ,12226.07271,32950.90327,0.349529971,23834.56753,16.19246736,13.05207374,8.076518232,5.083128594,5.577219516,47.98140745,47350.0,2271919.643
14118,TX,MORRIS ,12055.51176,32394.35537,0.0,24210.5119,16.04862383,15.60713845,7.401260093,4.312867043,4.637352184,48.0072416,6622.0,317903.9539
192147,TX,WEBB ,11255.31192,27656.22052,0.318136223,23583.75272,15.33627844,11.85193364,11.36536558,4.824969364,4.755781678,48.1343287,54722.0,2634006.735
4956,TX,GARZA ,10977.38103,36250.96784,0.0,25169.94189,16.52694073,14.92304378,7.914915254,4.268294152,4.503876183,48.13707011,2002.0,96370.41435
22774,TX,GRAY ,10908.19477,47850.74362,0.261967818,24162.15829,16.12784457,15.64978694,7.175265215,4.434581557,4.829779067,48.21725735,10588.0,510524.3209
18019,TX,BOSQUE ,12282.32898,28106.11677,0.312825505,27476.71319,18.26501139,12.7368399,7.472512348,4.66499461,5.098513279,48.23787153,9059.0,436986.8781
2265206,TX,DALLAS ,11427.12163,31670.43897,0.203502072,23181.40537,16.01140988,12.33593017,8.329309608,5.503421136,6.103889029,48.28395983,934772.0,45134493.69
12985,TX,ANDREWS ,11292.01484,33207.76486,0.0,26524.0,17.5865351,12.44258695,8.43,4.758781355,5.091569055,48.30947247,5391.0,260436.3661
679636,TX,EL PASO ,12619.42205,39163.04305,0.286717245,23005.04251,15.22596899,13.71419541,9.69829366,4.783851934,4.939012468,48.36132246,224434.0,10853925.05
48575,TX,HARDIN ,12294.39401,25354.33821,0.896397755,28076.53342,18.70467281,11.39078917,8.022320535,4.919191287,5.362135506,48.39910931,20085.0,972096.1106
113684,TX,GRAYSON ,11795.07432,32810.44658,0.383495084,26762.06785,17.93780259,12.7496595,7.584221087,4.873961038,5.362793908,48.50843812,49561.0,2404126.702
13742,TX,JACKSON ,13197.00684,27731.40946,1.364589321,25983.0382,17.32484177,13.31731587,7.975284529,4.759409388,5.154343173,48.53119473,6067.0,294438.7584
21903,TX,PANOLA ,11844.9685,28975.2917,1.436507653,24899.59211,16.57319033,15.03697333,7.575307492,4.521802447,4.891395888,48.59866949,10118.0,491721.3379
60484,TX,CORYELL ,11621.11436,28555.87419,0.460284066,26706.66996,17.84952711,12.35406921,8.147490907,4.931087954,5.360441424,48.6426166,20250.0,985012.9861
33937,TX,UPSHUR ,11714.92809,27414.41751,0.638492897,27372.38032,18.13870199,13.11597327,7.772796063,4.643993914,5.027367616,48.69883286,15054.0,733112.2298
810870,TX,TRAVIS ,11710.72786,28398.73093,0.474888986,23829.41202,16.66223645,12.29149106,7.593150135,5.706810854,6.486739139,48.74042764,357946.0,17446441.11
71869,TX,SAN PATRICIO ,13636.27614,27175.03033,0.045526175,24695.74252,16.43678476,13.50957941,8.837924279,4.834581424,5.129408102,48.74827798,27363.0,1333899.13
1705,TX,IRION ,10910.5032,24017.10787,3.36307707,29275.50147,19.46688469,11.5856825,7.681935484,4.860617008,5.337346287,48.93246597,864.0,42277.6506
35186,TX,ATASCOSA ,12460.28529,25729.70847,0.565976557,26899.87845,17.71683773,12.64227045,8.914825783,4.756214984,5.000948564,49.03109751,13652.0,669372.5433
133007,TX,GREGG ,11588.95367,30842.13013,0.422902754,24113.67557,16.23532501,15.12792271,7.707618396,4.786307414,5.228788376,49.08596191,55112.0,2705225.533
14379,TX,LEE ,12553.77171,26793.62612,0.703167615,27209.37075,18.12506249,12.83029351,8.00899854,4.853034306,5.269009226,49.08639808,6193.0,303992.0633
14050,TX,LAMB ,11504.98353,45366.61139,0.0,24594.10641,16.15859114,16.00035034,8.108190747,4.310476714,4.524786059,49.102395,5980.0,293632.3221
84479,TX,VICTORIA ,12818.11042,27624.38119,0.589915763,25112.10274,16.99566956,13.07062188,8.259371915,5.159614039,5.652801629,49.13807903,33115.0,1627207.487
6875,TX,BAILEY ,10981.58524,37108.67139,2.805730079,26045.00742,17.07272542,14.79263096,8.328571636,4.390368518,4.607256474,49.191553,2826.0,139015.3288
3421255,TX,HARRIS ,12628.8176,29099.19626,0.242612673,23343.72263,16.08143386,12.970667,8.588044829,5.518118373,6.089351979,49.24761603,1347849.0,66378350.02
7929,TX,BLANCO ,11838.38086,23031.59577,1.412463537,28816.21705,19.26038403,12.08093931,7.488940598,4.960261824,5.483192607,49.27371837,3789.0,186698.1189
12637,TX,TERRY ,11576.44505,41326.05259,1.740033643,24961.84569,16.39722354,15.77126763,8.257494659,4.366874346,4.580566729,49.37342691,5034.0,248545.8311
33512,TX,COOKE ,11921.09531,30608.57054,0.271521761,27903.11023,18.63933959,12.69618817,7.780346741,4.920268169,5.399226623,49.4353693,13890.0,686657.2795
46032,TX,VAN ZANDT ,11547.75386,26706.61207,0.408065041,28938.93001,19.16601192,12.60978925,7.78411366,4.746212582,5.164391934,49.47051934,19870.0,982979.2193
37590,TX,HALE ,11050.42523,44910.18444,0.0,24127.0552,15.98743534,15.52004661,8.554148444,4.59829615,4.854722592,49.51464913,13931.0,689788.577
5533,TX,WHEELER ,12443.03456,46786.06307,0.501531693,26451.47226,17.53687696,15.53351652,7.214129767,4.446817956,4.840037988,49.57137919,2809.0,139246.0041
3227,TX,REAGAN ,12512.01861,36737.15894,0.0,26248.0,17.3433051,13.42241085,8.97,4.790023421,5.051928608,49.57766798,1352.0,67029.00711
51703,TX,HARRISON ,12108.03011,31021.97829,0.528422315,25043.20865,16.65299307,15.61829386,7.814139798,4.578477795,4.928869818,49.59277434,22125.0,1097240.132
6461,TX,LYNN ,11542.01418,38591.7017,0.979182521,26911.90899,17.56957873,14.92263913,8.26454264,4.331401919,4.528524103,49.61668652,2649.0,131434.6026
6982,TX,CROSBY ,12441.24851,42333.81517,0.0,24619.39688,16.08075587,16.58998391,8.432706961,4.246295964,4.391856687,49.74159939,2841.0,141315.8839
42884,TX,HOOD ,11046.03582,24287.72766,0.762122712,28521.70119,19.29560301,11.73164734,7.532413488,5.294948216,5.938383059,49.79299511,19796.0,985702.1313
22097,TX,HOCKLEY ,11115.86414,40700.48684,0.361726237,25431.68122,16.79699057,15.33832127,8.307757162,4.543949188,4.818258882,49.80527707,8906.0,443565.7976
7712,TX,FLOYD ,11759.84268,44463.17632,0.0,25256.2251,16.52325872,16.17749471,8.412856587,4.304770087,4.482815371,49.90119547,3190.0,159184.8136
26671,TX,TITUS ,11588.45036,30517.98943,0.0,24873.92351,16.49392016,15.06383469,8.681587867,4.706279759,4.981658312,49.92728079,10043.0,501419.6809
79929,TX,LIBERTY ,12210.65098,26193.87158,1.73154569,28225.38565,18.82761471,12.0512514,8.452271891,5.084173294,5.520331236,49.93564253,30203.0,1508206.211
264959,TX,GALVESTON ,13308.82516,29041.52121,0.560263564,24532.67651,16.93400792,13.48726175,7.888721349,5.528779852,6.204412946,50.04318382,117276.0,5868864.425
7787,TX,CLAY ,12382.71059,33863.66816,1.969172377,30009.36009,19.81250442,13.24057194,7.415771157,4.630650715,5.062242244,50.16174047,3709.0,186049.8954
32234,TX,CALDWELL ,12244.92141,26649.78218,1.436312915,28258.31938,18.76827391,12.58345463,8.498295278,4.959958596,5.351996986,50.1619794,11852.0,594519.7799
3472,TX,COCHRAN ,12477.37389,41596.58036,0.0,25005.08785,16.39146066,16.54762442,8.376152074,4.327205738,4.520492079,50.16293497,1485.0,74491.95843
1020,TX,GLASSCOCK ,11534.53915,24659.09503,3.413509607,28724.0,18.94334528,12.04804049,9.06,5.011876686,5.295469118,50.35873157,471.0,23718.96257
224,TX,KING ,10833.98165,26070.00463,0.0,28747.0,19.14952063,11.67839373,8.49,5.375542297,5.752001226,50.44545788,78.0,3934.745715
1423027,TX,TARRANT ,11690.80528,31123.21042,0.216873864,25661.8955,17.67198961,12.57615574,8.182851871,5.67241323,6.35632889,50.45973934,556272.0,28069340.12
1386,TX,STERLING ,12473.54524,31049.04679,1.124656997,29323.0,19.39183467,13.10516826,8.01,4.790267464,5.190060477,50.48733087,628.0,31706.04379
18503,TX,DEAF SMITH ,11089.88721,45294.36655,0.5579033,25552.98092,16.7592965,15.57829678,8.937762525,4.530074786,4.708074113,50.51350471,6841.0,345562.8857
7846,TX,YOAKUM ,11236.996,34512.10674,1.883267422,26014.76791,17.12250385,15.02684565,8.87449401,4.653572886,4.875788936,50.55320534,3157.0,159596.4692
6774,TX,ARCHER ,12719.74646,30892.7118,2.073955738,29802.17936,19.64928169,13.27283005,7.861567759,4.69589978,5.082686587,50.56226587,2984.0,150877.8013
18400,TX,LAMPASAS ,12246.27076,27816.32545,0.155620433,29214.87076,19.43470421,12.737134,7.995477717,4.975394086,5.432982993,50.575693,7845.0,396766.3116
36970,TX,MEDINA ,12488.57678,27392.06847,1.397720671,28702.48461,18.97315795,12.83633844,8.707612388,4.911163664,5.253438562,50.68171101,13980.0,708530.3199
25254,TX,AUSTIN ,12482.01693,27365.67953,3.505965849,29130.31983,19.4510766,12.95969009,7.999200523,5.063256676,5.562522362,51.03574625,10931.0,557871.7423
8893,TX,SWISHER ,12140.72012,45294.30733,0.0,26417.8672,17.40813964,16.58130421,7.932846059,4.457064074,4.753326982,51.13268097,3560.0,182032.3443
24320,TX,HUTCHINSON ,11177.50741,46930.16028,0.668320561,26517.63421,17.76168908,15.85183576,7.634664474,4.844167453,5.316627,51.40898377,11061.0,568634.7695
103657,TX,RANDALL ,11038.07604,42023.09244,0.0,25963.9495,17.68024523,15.41078358,7.409122201,5.19402534,5.821468038,51.51564439,87358.0,4500303.662
10682,TX,DALLAM ,11149.53479,50822.60014,0.832307247,27125.18751,17.96525805,16.09055312,7.848830743,4.632885211,4.99988854,51.53741566,4009.0,206613.4994
75159,TX,GUADALUPE ,12704.29959,25914.01776,0.474572072,28160.84893,18.99998855,12.9332813,8.309654732,5.367694135,5.931408475,51.54202719,28910.0,1490080.006
